MSOA11CD,Local authority,covid_19_deaths_per_thousand,total_population_mid_2018,death_rate,over_70_prop,proportion_at_risk_jobs,all_black_prop,Hypertension,Obesity (18+),Diabetes
E02000254,Ealing,1.07117353,8402,0.127490304,0.09926208,0.266329236,0.064923455,14.96,8.73,10.65
E02000255,Ealing,0.538502962,9285,0.057997088,0.11265482,0.224653863,0.124564184,10.72,5.23,4.19
E02000256,Ealing,0.23054755,8675,0.026576087,0.091412104,0.195920016,0.050107211,10.04,5.2,3.73
E02000257,Ealing,0.138523341,14438,0.009594358,0.092325807,0.181770215,0.048930343,8.76,4.13,3.22
E02000258,Ealing,0.286902883,6971,0.041156632,0.079185196,0.225531915,0.097473997,8.26,5.59,3.86
E02000259,Ealing,0.495622006,6053,0.081880391,0.09053362,0.264863258,0.081102613,12.21,6.18,5.09
E02000260,Ealing,0.857081637,9334,0.091823617,0.101992715,0.259279039,0.083352468,14.48,8.44,10.6
E02000261,Ealing,0.338037691,11833,0.02856737,0.071917519,0.259119259,0.143878878,7.47,5.68,4.07
E02000262,Ealing,1.459034792,8910,0.163752502,0.07620651,0.246876985,0.108907563,9.49,6.81,4.41
E02000263,Ealing,0.673004122,11887,0.056616819,0.089341297,0.257729819,0.068316576,13.94,8.11,10.58
E02000264,Ealing,0.355745286,8433,0.042184903,0.101743152,0.209225337,0.047389856,9.31,5.27,3.69
E02000265,Ealing,0.843012364,10676,0.078963316,0.080835519,0.224593496,0.114938394,11,5.66,4.84
E02000266,Ealing,1.396648045,11456,0.12191411,0.076990223,0.33650519,0.229827265,11.74,7.64,8.44
E02000267,Ealing,0.410677618,7305,0.056218702,0.075427789,0.253766852,0.078977765,11.23,5.3,4.76
E02000268,Ealing,0.670840787,8944,0.07500456,0.09950805,0.207025118,0.067749519,8.37,4.23,3.19
E02000269,Ealing,0.124672734,8021,0.015543291,0.087270914,0.185823755,0.035899975,9.87,4.3,3.68
E02000270,Ealing,0.771406531,7778,0.099178006,0.075083569,0.290109258,0.236851921,9.75,6.73,4.49
E02000271,Ealing,0.435097897,6895,0.063103393,0.089485134,0.162578288,0.032234216,9.12,5.27,3.39
E02000272,Ealing,0.618238022,6470,0.095554563,0.121020093,0.225541244,0.049051571,10.52,4.37,4.18
E02000274,Ealing,0.635817732,14155,0.044918243,0.061603674,0.272744326,0.120317286,12.48,7.95,9.65
E02000275,Ealing,1.87366167,7472,0.250757718,0.109207709,0.269330734,0.086172909,12.32,7.61,9.05
E02000276,Ealing,0.459277404,6532,0.070311911,0.077464789,0.211578401,0.050580184,8.83,3.99,3.36
E02000277,Enfield,0.522739153,7652,0.068314056,0.08925771,0.306573957,0.201807654,12.69,8.64,5.99
E02000278,Enfield,0.711599065,9837,0.072339033,0.083053777,0.335884874,0.219644676,11.98,8.34,5.76
E02000279,Enfield,0.229832222,13053,0.017607617,0.047268827,0.303246753,0.281083953,10.39,8.05,4.87
E02000280,Enfield,1.875293015,8532,0.219795243,0.121425223,0.286754003,0.062008221,12.51,6.58,4.88
E02000281,Enfield,0.429599399,9311,0.046138911,0.089249275,0.310423535,0.141369553,12.55,6.84,5.38
E02000282,Enfield,0.397851601,10054,0.039571474,0.061269147,0.326412214,0.227427318,12.41,9,6.29
E02000283,Enfield,0.226244344,8840,0.025593252,0.077714932,0.321553738,0.20477208,12.16,8.84,6.12
E02000284,Enfield,0,8654,0,0.108851398,0.262260128,0.060365854,12.79,7.68,4.8
E02000285,Enfield,0.466200466,6435,0.072447625,0.136441336,0.275137112,0.055479764,12.42,6.66,4.73
E02000286,Enfield,1.056710109,8517,0.124070695,0.16238112,0.2557924,0.049644521,12.29,7.26,4.76
E02000287,Enfield,1.81665735,7156,0.253864918,0.159306875,0.20176586,0.047926132,11.48,4.68,4.68
E02000288,Enfield,0.176397954,11338,0.015558119,0.073822544,0.336120401,0.234032412,12.83,8.7,6.62
E02000289,Enfield,0.303168107,6597,0.04595545,0.173108989,0.269593496,0.03562186,12.06,5.19,4.73
E02000290,Enfield,0.71952799,6949,0.103544106,0.061159879,0.335231587,0.276166805,11.72,8.74,6.06
E02000291,Enfield,0.292597289,10253,0.028537724,0.108163464,0.268542809,0.127073061,11.11,6.48,4.61
E02000292,Enfield,1.017087063,9832,0.103446609,0.088588283,0.299756476,0.13154024,11.31,6.63,5.21
E02000293,Enfield,0.309023486,6472,0.047747757,0.159765142,0.253775443,0.040748375,12.33,5.04,4.61
E02000294,Enfield,0.424403183,9425,0.045029515,0.089549072,0.322772277,0.263205316,12.71,8.45,6.66
E02000295,Enfield,0.663496627,9043,0.073371296,0.123631538,0.24684821,0.063052305,12.18,4.42,4.78
E02000296,Enfield,1.722488038,10450,0.164831391,0.11291866,0.264469976,0.06135291,11.53,5.25,4.88
E02000297,Enfield,0.51975052,9620,0.054028121,0.144282744,0.259940778,0.081092708,11.67,4.55,4.56
E02000298,Enfield,1.240233164,8063,0.15381783,0.132952995,0.208624428,0.04275326,12.23,4.02,4.54
E02000299,Enfield,0.69637883,10052,0.069277639,0.06914047,0.331232877,0.333870275,12.17,8.25,6.72
E02000300,Enfield,0.885347499,9036,0.097980024,0.072598495,0.322446556,0.298639206,12,8.6,6.4
E02000301,Enfield,0.544168329,11026,0.049353195,0.067295483,0.323863636,0.327308838,11.59,9.52,6.46
E02000302,Enfield,0.348513011,8608,0.040487106,0.106877323,0.281997919,0.115061254,12.47,5.34,5.42
E02000303,Enfield,0.546209307,9154,0.059668921,0.070351759,0.339430894,0.282598331,12.32,10.38,6.72
E02000304,Enfield,0.121787846,8211,0.014832279,0.139447083,0.219447139,0.035974781,11.3,4.69,4.89
E02000305,Enfield,0.6709158,8943,0.075021335,0.093480935,0.239005736,0.065909881,12.05,4.95,4.98
E02000306,Enfield,0.760208514,9208,0.082559569,0.06961338,0.351971558,0.380260138,11.05,10.69,6.3
E02000307,Enfield,0.78794445,10153,0.077607057,0.084901014,0.299952313,0.198622506,11.55,7.17,6.32
E02000308,Enfield,0.238180302,8397,0.028364928,0.091580326,0.276635021,0.103671148,9.06,5.35,4.4
E02000309,Enfield,0.89039987,12354,0.072073812,0.051805083,0.336978131,0.343979407,11.26,8.75,6.43
E02000311,Enfield,0.924299843,10819,0.08543302,0.088732785,0.284313725,0.136142626,11.46,6.22,5.94
E02000312,Enfield,0.430774533,11607,0.03711334,0.083311795,0.25558055,0.09930297,10.72,5.84,5.04
E02000313,Greenwich,0.265287173,7539,0.035188642,0.046557899,0.376398412,0.407401767,11.35,7.16,4.96
E02000314,Greenwich,0.434863639,16097,0.027015198,0.022799279,0.331303725,0.438088727,9.54,6.36,3.9
E02000315,Greenwich,0.618620476,9699,0.063781882,0.067017218,0.35346308,0.348127753,12.62,9.64,5.84
E02000316,Greenwich,0.413080895,14525,0.028439304,0.03373494,0.267159451,0.241395349,9.42,7.25,4.19
E02000317,Greenwich,0.698486612,8590,0.081313925,0.053084983,0.32605905,0.313142174,10.02,7.18,4.68
E02000318,Greenwich,0.381460996,10486,0.036378123,0.073335876,0.336786372,0.231660232,14.13,9.48,6.57
E02000319,Greenwich,0.336671997,11881,0.028337008,0.044861544,0.306703579,0.273174733,13.27,8.96,6.16
E02000320,Greenwich,0.957854406,7308,0.131069295,0.059250137,0.333781965,0.247131643,11.19,9.03,5.22
E02000321,Greenwich,0.25910092,7719,0.033566643,0.060370514,0.355898784,0.276111111,12.52,9.35,6.04
E02000323,Greenwich,0.529707778,11327,0.046765055,0.051469939,0.329257246,0.327150084,11.35,8.74,5.47
E02000324,Greenwich,0.50018757,7997,0.062546901,0.081405527,0.307592892,0.176760082,10.19,5.35,4.09
E02000326,Greenwich,0.536624631,7454,0.071991499,0.068553797,0.251372119,0.132673267,10.34,5.11,3.89
E02000327,Greenwich,0.419756541,7147,0.058731851,0.036099063,0.469496968,0.332893773,11.05,7.8,5.15
E02000328,Greenwich,0.876680304,6844,0.128094726,0.111776739,0.198898231,0.065849228,9.66,3.99,3.38
E02000329,Greenwich,0.316756414,6314,0.050167313,0.097402597,0.321992283,0.16618123,14.8,9.68,6.48
E02000331,Greenwich,0.728420541,8237,0.088432748,0.078183805,0.323425143,0.15668497,11.14,5.96,4.36
E02000332,Greenwich,0.258732212,7730,0.033471179,0.092496766,0.280593671,0.158417207,11.58,8.07,5.09
E02000333,Greenwich,0.457945352,6551,0.069904648,0.125629675,0.19047619,0.049130643,11.9,4.56,3.71
E02000334,Greenwich,0.604869197,6613,0.091466686,0.093452291,0.293650794,0.137888391,11.02,5.2,4.03
E02000335,Greenwich,0.436554133,6872,0.063526504,0.120925495,0.282789318,0.031149794,13.79,6.76,4.47
E02000337,Greenwich,0.240182539,8327,0.028843826,0.097754293,0.305137667,0.086896028,12.26,6.36,4.73
E02000339,Greenwich,0.949367089,6320,0.150216311,0.133544304,0.26764405,0.027470687,14.09,7.12,4.83
E02000340,Greenwich,0,6521,0,0.156111026,0.271806599,0.044842313,12.54,7.03,4.51
E02000341,Greenwich,0.611545988,8176,0.074797699,0.088918787,0.332475884,0.111414812,12.18,6.67,4.63
E02000342,Greenwich,0.160926939,6214,0.02589748,0.088187963,0.297266941,0.060746939,12.88,7.98,5.2
E02000343,Greenwich,0.724112962,6905,0.104867916,0.115423606,0.282463186,0.081797753,12.36,8.17,4.54
E02000344,Greenwich,1.526018617,6553,0.232873282,0.129864184,0.275948573,0.057930171,11.43,7.24,4.29
E02000345,Hackney,0.61893955,9694,0.063847694,0.049721477,0.280409731,0.094138945,6.63,5.86,3.45
E02000346,Hackney,0.381825124,7857,0.048596808,0.056382843,0.320186599,0.292186474,8.05,7.45,4.07
E02000347,Hackney,0.339481725,8837,0.038415947,0.05714609,0.267281106,0.128079437,6.31,5.96,3.25
E02000348,Hackney,0.884271029,9047,0.097741907,0.044213551,0.314762243,0.201477833,6.91,6.05,3.66
E02000350,Hackney,0.69797587,10029,0.069595759,0.041180576,0.212347621,0.146705957,8.58,7.06,4.59
E02000351,Hackney,0.310045473,9676,0.032042732,0.044956594,0.203468855,0.126598616,7.53,6.69,3.86
E02000352,Hackney,0.823045267,7290,0.112900585,0.068038409,0.219062027,0.144413773,7.97,5.74,3.86
E02000353,Hackney,0.610053685,8196,0.0744331,0.062347487,0.178447528,0.118546108,8.5,6.13,4.23
E02000354,Hackney,0.466853408,10710,0.043590421,0.056676004,0.250516648,0.276994317,8.81,8.02,4.8
E02000355,Hackney,1.508133147,9283,0.162461828,0.064634278,0.227512016,0.207307012,9.59,8.05,5.17
E02000356,Hackney,0.403171617,7441,0.054182451,0.049186937,0.177095359,0.126327253,7.4,4.42,3.54
E02000357,Hackney,0.600240096,6664,0.090072043,0.076230492,0.37446403,0.478466635,12.28,9.8,6.36
E02000358,Hackney,0.840760047,11894,0.070687746,0.053640491,0.21487051,0.227979743,8.52,6.85,4.25
E02000359,Hackney,0.592592593,6750,0.087791495,0.060296296,0.255196674,0.270019754,10.1,8.17,5.49
E02000360,Hackney,0.41411297,12074,0.03429791,0.053586218,0.274155995,0.347414098,9.56,7.94,5.14
E02000361,Hackney,0.223064912,8966,0.024878977,0.041155476,0.239010329,0.251570681,9.42,7.53,5
E02000362,Hackney,0,7434,0,0.048022599,0.287835926,0.314788622,8.26,7.34,4.28
E02000363,Hackney,0.414215889,12071,0.034314961,0.053019634,0.303994083,0.389396035,9.35,7.84,4.95
E02000364,Hackney,0.484637007,10317,0.046974606,0.066686052,0.191827697,0.201533777,7.99,6.47,4.3
E02000365,Hackney,0.453221107,15445,0.029344196,0.052508903,0.189769414,0.172673143,7.44,6.17,3.88
E02000366,Hackney,0.645647261,9293,0.069476731,0.066716884,0.262173244,0.239135541,8.88,7.6,4.54
E02000367,Hackney,0.345006038,11594,0.029757291,0.030188028,0.21601154,0.191048147,8.47,6.96,4.31
E02000368,Hackney,0.470278405,10632,0.044232356,0.058126411,0.270653945,0.306948201,8.13,6.32,4.41
E02000369,Hackney,0.763729779,14403,0.053025743,0.043879747,0.233579206,0.26686217,7.43,6.37,3.85
E02000370,Hackney,0.60204696,9966,0.06041009,0.039233394,0.238667668,0.227562944,7.25,5.97,3.51
E02000371,Hackney,0.061827625,16174,0.003822655,0.029491777,0.192226447,0.176166222,6.89,5.55,3.61
E02000372,Hammersmith and Fulham,0.607410407,9878,0.061491234,0.063271917,0.338860851,0.211117166,7.39,4.4,3.84
E02000373,Hammersmith and Fulham,0.148367953,6740,0.022013049,0.062017804,0.344758868,0.357314509,9.09,5.2,5.04
E02000374,Hammersmith and Fulham,1.174053419,6814,0.172300179,0.074552392,0.242215569,0.156737483,8.52,5.2,4.39
E02000375,Hammersmith and Fulham,0,6998,0,0.065304373,0.246311907,0.200768355,8.72,5.04,4.21
E02000376,Hammersmith and Fulham,0.579122629,6907,0.083845755,0.060373534,0.232064422,0.157339118,9.01,5.2,4.1
E02000377,Hammersmith and Fulham,0.606575276,8243,0.073586713,0.069270897,0.237013717,0.158648549,8.69,4.66,3.91
E02000378,Hammersmith and Fulham,0.612463635,6531,0.093777926,0.067983463,0.191441999,0.113712886,8.1,4.31,3.46
E02000379,Hammersmith and Fulham,2.292993631,7850,0.292101099,0.098343949,0.211971308,0.11225432,7.78,4.22,3.34
E02000380,Hammersmith and Fulham,0.342055755,5847,0.05850107,0.079870019,0.177950869,0.094831997,9.01,4.16,3.42
E02000381,Hammersmith and Fulham,0.376553282,7967,0.047264125,0.0650182,0.170024352,0.082518023,7.36,3.44,2.77
E02000382,Hammersmith and Fulham,0.169004563,5917,0.028562542,0.06962988,0.187052506,0.105561862,8.32,4.19,3.1
E02000383,Hammersmith and Fulham,0.558534406,8952,0.062392136,0.096961573,0.212247212,0.075381679,7.03,3.56,2.81
E02000384,Hammersmith and Fulham,1.361470388,7345,0.185360162,0.097072839,0.250937333,0.147404372,8.21,3.6,2.95
E02000385,Hammersmith and Fulham,0.166002656,6024,0.027556882,0.050464807,0.185596222,0.060207725,7.18,3.69,2.98
E02000386,Hammersmith and Fulham,0.617283951,8100,0.076207895,0.065185185,0.242641603,0.169616519,7.69,3.74,3.22
E02000387,Hammersmith and Fulham,0.49833887,6020,0.082780543,0.073754153,0.307601996,0.126434949,7.95,4.01,3.23
E02000388,Hammersmith and Fulham,1.0348396,8697,0.118988111,0.083017132,0.189788446,0.07315289,7.71,3.5,3.11
E02000389,Hammersmith and Fulham,0.594883998,8405,0.070777394,0.09518144,0.199223803,0.040702604,8.12,3.74,3.08
E02000390,Hammersmith and Fulham,0,6386,0,0.06764798,0.190239868,0.08266129,8.44,3.78,3.19
E02000391,Hammersmith and Fulham,0.250438267,7986,0.031359663,0.081016779,0.159241706,0.050718075,6.27,3.4,2.29
E02000392,Hammersmith and Fulham,0.10517459,9508,0.011061694,0.062578881,0.165793751,0.085508457,6.8,3,2.42
E02000393,Hammersmith and Fulham,0,5897,0,0.073596744,0.151267159,0.039296966,8.32,3.5,2.95
E02000394,Hammersmith and Fulham,0.435872289,9177,0.047496163,0.066252588,0.211453744,0.11579626,6.61,4.12,2.65
E02000395,Hammersmith and Fulham,0.161812298,6180,0.02618322,0.111003236,0.147344375,0.02655016,6.67,2.79,2.28
E02000396,Hammersmith and Fulham,0.283406547,7057,0.040159635,0.075244438,0.188505747,0.088949193,7.47,4.35,2.87
E02000397,Haringey,0.699382212,8579,0.08152258,0.061662198,0.268955298,0.158413308,10.02,7.23,5.02
E02000398,Haringey,0.760263558,7892,0.096333446,0.053598581,0.318255909,0.415414853,10.6,9.04,5.93
E02000400,Haringey,0.490136013,8161,0.060058328,0.078789364,0.275185578,0.169014085,9.34,6.31,4.39
E02000401,Haringey,0.297574766,6721,0.044275371,0.064424937,0.334983498,0.254083754,9.49,7.89,5.37
E02000402,Haringey,0.295202952,6775,0.043572391,0.06302583,0.347535505,0.312080036,10.3,7.78,5.99
E02000403,Haringey,0.487388814,8207,0.059386964,0.055927866,0.278363777,0.135574385,9.92,7.31,5.45
E02000404,Haringey,0.508388409,7868,0.064614694,0.071301474,0.295539033,0.202597403,10.03,9.67,5.29
E02000405,Haringey,1.077586207,6496,0.165884576,0.081896552,0.201606203,0.053756872,8.44,5.79,3.89
E02000406,Haringey,0.415397397,7222,0.057518332,0.060371088,0.288532676,0.186049822,10.21,10.45,5.32
E02000407,Haringey,0.780538572,7687,0.101540077,0.06569533,0.307692308,0.341219912,11.48,9.51,6.5
E02000408,Haringey,1.064207166,8457,0.125837432,0.058176658,0.31005291,0.332895428,12.02,9.85,6.55
E02000409,Haringey,0.467726848,6414,0.072922801,0.070782663,0.302459646,0.332771564,9.34,8.41,5.23
E02000410,Haringey,0.14907573,6708,0.022223573,0.081991652,0.200206665,0.034513671,7.74,3.63,2.63
E02000411,Haringey,0.187090739,10690,0.017501472,0.047801684,0.303363519,0.320048309,9.25,7.54,5.04
E02000412,Haringey,0.765013388,7843,0.097540914,0.064261125,0.280036969,0.20971941,9.86,8.73,5.18
E02000413,Haringey,0.524177696,7631,0.068690564,0.09330363,0.211379952,0.054266667,7.68,3.41,2.82
E02000414,Haringey,0.841160802,7133,0.117925249,0.060563578,0.284487863,0.296053549,9.94,8,5.5
E02000415,Haringey,0.414708322,7234,0.057327664,0.075062206,0.280927835,0.147260774,9.68,8.07,5.18
E02000416,Haringey,0.498504487,8024,0.062126681,0.066425723,0.225507843,0.144459279,8.32,6.94,3.26
E02000417,Haringey,0.912825194,6573,0.138874972,0.114711699,0.209349593,0.048831636,8.5,4.22,2.68
E02000418,Haringey,0.552791598,5427,0.101859517,0.108162889,0.189671971,0.045380287,8.51,6.49,3.17
E02000419,Haringey,0.446627959,8956,0.049869133,0.057056722,0.255595345,0.121238283,9.1,7.69,4.58
E02000420,Haringey,0.849205386,8243,0.103021398,0.064296979,0.284628872,0.249327234,10.55,8.06,5.74
E02000421,Haringey,1.450501632,8273,0.175329582,0.060800193,0.326115061,0.329182988,10.01,6.56,5.17
E02000422,Haringey,0.827325375,8461,0.09778104,0.064767758,0.287750946,0.276677316,10.7,7.93,5.69
E02000423,Haringey,0.403551251,7434,0.054284537,0.057573312,0.265190386,0.137824747,8.95,6.7,4.65
E02000424,Haringey,0.435983142,6881,0.063360433,0.05914838,0.193212121,0.115587663,7.48,5.6,2.89
E02000425,Haringey,1.016906063,7867,0.129262243,0.046014999,0.277838627,0.138506064,7.34,5.83,3.73
E02000426,Haringey,0.812215724,6156,0.131938877,0.140350877,0.192099567,0.055266677,8.3,3.2,2.55
E02000427,Haringey,0.573805767,6971,0.082313264,0.050494907,0.233408465,0.12109717,7.91,6.32,4.01
E02000428,Haringey,0.853970965,8197,0.104180916,0.055508113,0.287951422,0.282255768,9.42,7.14,4.81
E02000429,Haringey,0.425170068,7056,0.060256529,0.094529478,0.174246051,0.043053123,7.86,4.85,2.92
E02000430,Haringey,0.415454923,7221,0.057534264,0.063564603,0.197110423,0.057974922,7.37,5.17,2.96
E02000431,Haringey,0,6223,0,0.090470834,0.173271889,0.035302917,7.96,3.2,2.45
E02000432,Haringey,0.630914826,6340,0.09951338,0.05977918,0.181540809,0.126898048,8.37,4.7,3.8
E02000433,Harrow,2.541757444,8262,0.307644329,0.22258533,0.212054189,0.049310435,12.32,4.72,5.92
E02000434,Harrow,1.871296393,9619,0.194541677,0.127144194,0.244652728,0.076967862,12.17,5.41,6.34
E02000435,Harrow,1.020538334,7839,0.130187311,0.147467789,0.246529873,0.086587665,11.61,4.37,6.42
E02000436,Harrow,1.257409736,5567,0.225868463,0.197592959,0.232222604,0.031995849,14.97,4.36,6.78
E02000437,Harrow,1.401214386,8564,0.163616813,0.140004671,0.286654849,0.086427122,12.88,5.51,7.46
E02000438,Harrow,1.146204789,7852,0.145976157,0.146841569,0.258547612,0.078887484,14.15,4.26,6.72
E02000439,Harrow,0.882125923,9069,0.097268268,0.092954019,0.276346007,0.112966122,11.33,5.21,6.23
E02000440,Harrow,0.31377471,9561,0.032818189,0.108984416,0.236634718,0.05695475,11.53,4.74,6.64
E02000441,Harrow,1.123279978,7122,0.157719738,0.144903117,0.246297489,0.064492106,12.54,4.29,5.52
E02000442,Harrow,0.439657067,9098,0.048324584,0.072983073,0.26535979,0.070755801,10.87,5.19,6.99
E02000443,Harrow,1.266933047,10261,0.123470719,0.082448104,0.289757736,0.147096093,12.36,5.62,7.38
E02000444,Harrow,0.563761416,8869,0.063565387,0.101589807,0.244372186,0.068360984,10.73,4.46,6.97
E02000445,Harrow,1.169485426,11116,0.105207397,0.085912199,0.279271649,0.14995122,12.23,5.57,7.54
E02000447,Harrow,0.698226505,7161,0.09750405,0.119257087,0.240794016,0.076792292,12.71,5.01,7.49
E02000448,Harrow,0.711642471,7026,0.101287001,0.151295189,0.206251915,0.030868845,13.85,4.29,5.68
E02000449,Harrow,1.56626506,8300,0.188706634,0.096385542,0.283969466,0.06808406,11.42,5.16,7.87
E02000451,Harrow,0.601232527,6653,0.090370138,0.133022697,0.211491443,0.04778626,13.98,4.4,7.2
E02000452,Harrow,0.93218364,8582,0.108620792,0.067932883,0.2475068,0.089559504,10.48,5.54,6.6
E02000453,Harrow,0.608790941,8213,0.074125282,0.084621941,0.223104508,0.084908136,11,5.57,6.94
E02000454,Harrow,0.423131171,7090,0.059679996,0.142595205,0.209770115,0.024569331,12.79,4.03,5.42
E02000455,Harrow,0.841131322,9511,0.088437738,0.089475344,0.228591817,0.08580209,9.85,5.94,5.72
E02000456,Harrow,0.960878518,7285,0.131898218,0.099245024,0.244319776,0.082306276,10.97,5.86,6.46
E02000457,Harrow,0.604594921,6616,0.091383755,0.135126965,0.228217158,0.063668039,11.63,5.36,6.74
E02000459,Harrow,0.974870017,9232,0.105596839,0.082863951,0.262239583,0.124104432,10.55,7.32,6.72
E02000460,Harrow,1.029866117,6797,0.151517746,0.071796381,0.298491379,0.146670758,12.69,6.44,7.86
E02000461,Harrow,0.802139037,7480,0.107237839,0.081684492,0.220970537,0.056427235,11.4,5.53,6.52
E02000462,Harrow,0.734969866,6803,0.108036141,0.101131854,0.264562317,0.101477684,11.8,7.04,7.32
E02000463,Harrow,0.359625989,8342,0.043110284,0.080196596,0.276319279,0.126112232,13.97,6.31,8.08
E02000464,Havering,0.519278203,7703,0.067412463,0.116707776,0.294847687,0.058285537,11.11,8.49,5.34
E02000465,Havering,0.427990584,9346,0.045793985,0.074363364,0.27972028,0.065952081,11.7,8.51,5.22
E02000466,Havering,0.449438202,8900,0.050498674,0.123483146,0.306858227,0.056956679,12.85,7.12,5.7
E02000467,Havering,0.445354948,11227,0.039668206,0.070455153,0.325110361,0.102457741,11.47,8.67,5.55
E02000468,Havering,1.199904008,8334,0.143976963,0.132829374,0.284343296,0.048959136,12.64,6.86,5.66
E02000469,Havering,0.274085241,7297,0.03756136,0.11347129,0.289806548,0.099798231,11.5,8.36,5.61
E02000470,Havering,0.876904527,9123,0.096120194,0.146552669,0.261456212,0.029542285,10.87,5.75,4.43
E02000471,Havering,0.396301189,7570,0.052351544,0.189299868,0.263245956,0.026149926,13.24,6.9,5.54
E02000472,Havering,0.434640878,9203,0.047228173,0.140389004,0.292293867,0.041050172,12,6.62,5.35
E02000473,Havering,0.288711385,10391,0.027784755,0.132422289,0.267130292,0.034209428,11.96,5.24,4.56
E02000474,Havering,0.546746856,9145,0.059786425,0.122689995,0.283653846,0.05237924,12.33,7.42,5.49
E02000475,Havering,0.705858627,9917,0.071176629,0.160431582,0.239356069,0.024358417,11.8,4.85,4.23
E02000476,Havering,0.488854126,10228,0.047795671,0.094055534,0.274607703,0.069408129,12.23,6.17,4.76
E02000477,Havering,0.418760469,9552,0.043840083,0.141541039,0.258004158,0.018376068,13.35,6.03,4.86
E02000478,Havering,1.197399932,5846,0.204823799,0.207321245,0.254723583,0.032795242,12.02,6.02,4.54
E02000479,Havering,0.63525675,9445,0.067258523,0.083112758,0.276779463,0.047701008,12.28,5.27,4.57
E02000480,Havering,0.865256037,12713,0.068060728,0.085896327,0.321932007,0.095558959,10.45,6.95,5.14
E02000481,Havering,1.492351698,8041,0.185592799,0.194130083,0.253963839,0.009495701,14.62,5.97,4.92
E02000482,Havering,0.614911606,6505,0.094529071,0.187855496,0.218425461,0.008755472,14.99,6.28,4.94
E02000483,Havering,0.501504514,7976,0.062876694,0.165371113,0.27931312,0.0166798,14.38,7.72,5.41
E02000484,Havering,0.838624656,8347,0.100470188,0.136336408,0.281503829,0.031345286,14.27,7.52,5.71
E02000485,Havering,0.579575751,8627,0.06718161,0.136895792,0.267237041,0.019158527,14.97,8.13,5.36
E02000486,Havering,0.795228628,7545,0.105398095,0.167395626,0.279871692,0.030138474,15.41,8.1,6.03
E02000487,Havering,1.162040026,7745,0.150037447,0.191736604,0.242978272,0.007140125,14.14,6.16,5.04
E02000488,Havering,0.412031314,7281,0.056589935,0.160005494,0.270734284,0.021800565,14.93,7.96,5.88
E02000489,Havering,0.348270258,8614,0.040430724,0.126654284,0.281664017,0.067478437,14.27,8.05,5.95
E02000490,Havering,0.748596382,8015,0.093399424,0.156082346,0.273305671,0.064256515,14.37,9.02,6.2
E02000491,Havering,0.711526733,9838,0.072324327,0.10855865,0.279761905,0.107636528,12.37,8.16,5.78
E02000492,Havering,0.461254613,6504,0.070918606,0.170817958,0.254635762,0.04033801,14.88,6.86,5.91
E02000493,Havering,0.731850117,6832,0.107120919,0.093676815,0.263826864,0.111755233,11.15,5.7,5.49
E02000494,Hillingdon,0.51975052,7696,0.067535151,0.17762474,0.21399177,0.023131435,12.37,4.37,5.86
E02000495,Hillingdon,0.959969281,10417,0.092154102,0.142747432,0.247021944,0.032513459,12.09,4.62,5.72
E02000496,Hillingdon,1.979675333,7577,0.261274295,0.143328494,0.286095543,0.023381538,13.4,6.29,5.4
E02000497,Hillingdon,1.722096653,9291,0.185351055,0.131417501,0.267204556,0.024621878,12.99,5.08,5.48
E02000498,Hillingdon,0.649878148,6155,0.105585402,0.150284322,0.254461335,0.017774086,13.51,5.09,4.87
E02000499,Hillingdon,0.785134781,7642,0.102739438,0.166317718,0.246257099,0.021249195,13.07,5,5
E02000500,Hillingdon,0.603354652,8287,0.072807367,0.163267769,0.23735119,0.012056002,13.89,5.52,5
E02000501,Hillingdon,0.475680818,8409,0.05656806,0.134974432,0.26261441,0.027282648,13.26,5.73,4.73
E02000502,Hillingdon,0.700852704,8561,0.081865752,0.1210139,0.272660099,0.031919086,13.4,5.2,4.86
E02000503,Hillingdon,0.109577033,9126,0.012007126,0.09379794,0.285882123,0.027042065,13.31,5.89,4.75
E02000504,Hillingdon,0.40096231,7482,0.053590258,0.161855119,0.239346984,0.01517204,13.68,4.46,5.37
E02000506,Hillingdon,0.380083618,7893,0.048154519,0.159001647,0.237758576,0.024399947,11.61,4.7,5.1
E02000507,Hillingdon,0.121197431,8251,0.014688817,0.094776391,0.274197562,0.046078308,11.05,4.32,5.18
E02000508,Hillingdon,0.085128118,11747,0.007246796,0.062228654,0.268250857,0.080248258,8.31,5.02,3.83
E02000509,Hillingdon,0.328030179,12194,0.02690095,0.048548466,0.267383513,0.080830703,8.21,5.03,3.77
E02000510,Hillingdon,0.439319055,9105,0.048250308,0.115540912,0.294089722,0.055015057,9.83,4.38,4.92
E02000511,Hillingdon,0.601443464,9976,0.06028904,0.10064154,0.29620644,0.086144706,10.99,5.4,5.65
E02000512,Hillingdon,0.226500566,8830,0.025651253,0.088448471,0.290726817,0.105486814,10.23,4.64,5.24
E02000513,Hillingdon,0.497561946,10049,0.049513578,0.057916211,0.317426839,0.183184855,11.41,4.91,5.98
E02000514,Hillingdon,0.839787254,10717,0.078360292,0.074554446,0.279424978,0.10407332,12.13,5.6,7.26
E02000515,Hillingdon,0.330441966,12105,0.027297973,0.06716233,0.280291109,0.073187087,10.7,5.95,5.09
E02000516,Hillingdon,0.543951262,9192,0.059176595,0.058746736,0.280802292,0.118756803,11.97,6.71,7.44
